ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Galanz,6,58,265,"Cotton ""snowflake""",6.15,True,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,XQG60-A808TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.47240571446,3.0,0.00013,0.4,Cotton standard 40,"Australia,Fiji,New Zealand,Other",0.4,62639,Approved,186.0,6.15,Drum,0.73,,2017-01-21,,Single product class,Unavailable,http://www.galanz.com.cn/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ELECTROLUX,7,,287,,,False,Cold,Thailand,True,,Drum,,,Yes on the warm wash program only,Front,,EWF14742,AS/NZS 2040.1:2005/Amdt 3:2010,4.00694726986,4.0,0.000451,0.541,Energy Saver 60degC,"Australia,Fiji,New Zealand",0.541,73070,Approved,249.0,0.0,Drum,0.51,,2018-07-03,,Single product class,Available,,http://www.electrolux.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Smeg,8,876,876,"Cotton 75 deg, prewash, intensive, 1400rpm",92.1,True,Cold,Italy,True,600.0,Drum,850.0,0.4,Yes on both the warm and cold wash programs,Front,,SAWD814,AS/NZS 2040.1:2005/Amdt 3:2010,1.51004827377,1.5,2e-05,0.88,"Cotton 75 deg, prewash, intensive, 1400rpm","Australia,New Zealand",0.87,69150,Approved,152.27,92.5,Drum,0.53539,595.0,2017-11-16,,Single product class,Unavailable,http://www.jp-industries.com/,http://www.smeg.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,9,,390,,,False,Cold,China,True,600.0,Drum,850.0,,Yes on both the warm and cold wash programs,Front,,WFS1290CW,AS/NZS 2040.1:2005/Amdt 3:2010,3.69753112924,3.5,0.00045,1.43,"Cotton 60C, 1200rpm","Australia,Fiji,New Zealand",0.09,70562,Approved,245.0,0.0,Drum,0.61,595.0,2018-06-24,,Single product class,Unavailable,http://www.whirlpool.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,9,173,253,"e Cotton, Cold, 2 Rinses, Intensive, 1600rpm",71.4,False,Cold,"""Korea, Republic of""",True,,Drum,,0.0,Yes on the warm wash program only,Front,,WW90H9600EW,AS/NZS 2040.1:2005/Amdt 3:2010,4.60041212171,4.5,9e-05,0.4,"e Cotton, 40°C, 2 Rinses, Intensive, 1600rpm","Australia,Fiji,New Zealand",0.4,79546,Approved,239.0,71.4,Drum,0.59571,,2019-03-21,,Single product class,Available,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Teco,10,0,973,-,0.0,False,Dual,China,False,718.0,Non Drum,1023.0,0.0,No,Top,Agitator,TWM100TAAMMBD,AS/NZS 2040.1:2005/Amdt 3:2010,1.6268685587,1.5,0.0,2.32,"Soiled, Water Level 8","Australia,Fiji,New Zealand",2.32,77978,Approved,132.89,0.0,Non-Drum,0.76,686.0,2019-02-14,,Single product class,Unavailable,http://www.teco.com.au/,http://www.teco.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Fulgor,8,0,241,,,True,Cold,Italy,True,,Drum,,,Yes on the warm wash program only,Front,,WD 8011,AS/NZS 2040.1:2005/Amdt 3:2010,4.5264877191,4.5,0.000405,1.58,"Cotton Linen, 40°C, Long wash time, 1400 RPM","Australia,Fiji,New Zealand",0.18,77792,Approved,186.86,0.0,Drum,0.56972,,2019-03-13,,Single product class,Unavailable,http://www.fulgor.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ELECTROLUX,8.5,,314,,,False,Cold,Thailand,True,,Drum,,,Yes on the warm wash program only,Front,,EWF12822,AS/NZS 2040.1:2005/Amdt 3:2010,4.11725391342,4.0,0.0,0.388,Energy Saver 60deg,"Australia,Fiji,New Zealand,Other",0.596,69966,Approved,286.0,0.0,Drum,0.57,,2018-01-18,,Single product class,Available,,http://www.electrolux.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,10,207,487,"Water Saving, Cold, 2 Rinses, and 1200rpm",83.7,True,Dual,"""Korea, Republic of""",True,,Drum,,0.4,Yes on the warm wash program only,Front,,WD10F7S7SRP,AS/NZS 2040.1:2005/Amdt 3:2010,3.51925419667,3.5,3e-05,0.46,"Water Saving, 40°C, 2 Rinses, 1200rpm","Australia,Fiji,New Zealand",0.42,72025,Approved,214.0,84.1,Drum,0.56508,,2018-05-22,,Single product class,Unavailable,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ELECTROLUX,9,,436,,,False,Cold,Thailand,True,,Drum,,,Yes on the warm wash program only,Front,,EWF14912,AS/NZS 2040.1:2005/Amdt 3:2010,3.54199843016,3.5,0.0,0.433,Energy Saver 60deg,"Australia,Fiji,New Zealand,Other",0.608,69999,Approved,294.0,0.0,Drum,0.56,,2018-01-03,,Single product class,Available,,http://www.electrolux.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Fulgor,8,0,238,,,False,Cold,Italy,True,,Drum,,,Yes on the warm wash program only,Front,,WMF 8010,AS/NZS 2040.1:2005/Amdt 3:2010,4.53534795728,4.5,5e-05,1.86,"Cottons, 40°C, Long wash time, 1600 RPM","Australia,Fiji,New Zealand",0.17,77791,Approved,179.36,0.0,Drum,0.57677,,2019-03-13,,Single product class,Available,http://www.fulgor.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,90,570,"Water Saving, Cold, Mid Power Wash and Water Level 10",71.7,False,Dual,Thailand,True,,Non Drum,,0.4,No,Top,Impeller,WA75F5S6,AS/NZS 2040.1:2005/Amdt 3:2010,2.35168837855,2.0,3.8e-05,0.66,"Water Saving, Hot & Cold, Mid Power Wash and Water Level 10","Australia,Fiji,New Zealand",0.66,71450,Approved,115.0,72.1,Non-Drum,0.64939,,2018-04-13,,Single product class,Unavailable,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,7,64,580,,,False,Dual,Thailand,False,,Non Drum,,,No,Top,Agitator,WA7060M1,AS/NZS 2040.1:2005/Amdt 3:2010,2.16370015777,2.0,0.0003,1.1,"Regular, High, Warm, Eco Rinse","Australia,New Zealand",,89218,Approved,53.0,0.0,Non-Drum,0.6,,2020-05-03,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Smart,7.5,,405,,,False,Dual,China,True,565.0,Drum,855.0,,Yes on the warm wash program only,Front,,SWM751F,AS/NZS 2040.1:2005/Amdt 3:2010,3.1908544921,3.0,0.0,2.015,Cotton 60°C,Australia,0.027,77403,Approved,217.1,0.0,Drum,0.628,595.0,2019-04-15,,Single product class,Available,,http://www.appliancesoutlet.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,8,77,580,,,False,Dual,Thailand,True,,Non Drum,,,No,Top,Agitator,WA8060G1,AS/NZS 2040.1:2005/Amdt 3:2010,2.49841742863,2.0,0.0003,1.1,"Regular, Auto, Warm/Cold, Eco Rinse","Australia,New Zealand",,89297,Approved,56.0,0.0,Non-Drum,0.62,,2020-06-01,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Hafele,7,75,312,standard cotton + temp 20,58.4,True,Dual,China,True,640.0,Drum,845.0,0.0,Yes on the warm wash program only,Front,,533.98.001,AS/NZS 2040.1:2005/Amdt 3:2010,3.55863830262,3.5,0.0,1.12,Cotton 60 warm wash program 1200rpm,"Australia,Fiji,New Zealand",0.94,79549,Approved,228.0,58.4,Drum,66.0,595.0,2019-04-14,,Single product class,Unavailable,,http://www.hafele.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HELLER,7,99,572,Normal,70.0,False,Dual,China,True,580.0,Non Drum,950.0,29.0,No,Top,Impeller,HTLW7,AS/NZS 2040.1:2005/Amdt 3:2010,1.94208863198,1.5,0.88,0.88,Normal,"Australia,Fiji",0.88,79325,Approved,89.0,99.0,Non-Drum,87.8,560.0,2019-03-21,,Single product class,Unavailable,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au ,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ASKO,7,,250,NA,77.0,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on both the warm and cold wash programs,Front,Drum,WMC64V,AS/NZS 2040.1:2005/Amdt 3:2010,4.20718372176,4.0,0.214,2.14,Normal 40c,Australia,0.42,56344,Approved,171.0,77.0,Drum,0.56,595.0,2016-04-19,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ASKO,7,,250,NA,77.0,False,Cold,Sweden,True,595.0,Drum,850.0,0.0,Yes on both the warm and cold wash programs,Front,Drum,WMC64P,AS/NZS 2040.1:2005/Amdt 3:2010,4.20718372176,4.0,0.214,2.14,Normal 40c,Australia,0.42,56344,Approved,171.0,77.0,Drum,0.56,595.0,2016-04-19,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,205,295,"e Cotton, Cold, Bubble, Intensive, 2 Rinses, 1400rpm",71.0,False,Cold,China,True,,Drum,,0.4,Yes on the warm wash program only,Front,,WW85H7410EW ,AS/NZS 2040.1:2005/Amdt 3:2010,4.19238216011,4.0,8e-05,0.48,"e Cotton, 40°C, Bubble, Intensive, 2 Rinses,  1400rpm","Australia,Fiji,New Zealand",0.49,79750,Approved,277.0,71.4,Drum,0.59684,,2019-03-29,,Single product class,Available,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HIGHLANDER,6,58,265,"Cotton""snowflake""",66.15,False,Dual,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,XQG60-A208TE,AS/NZS 2040.1:2005/Amdt 3:2010,3.47240571446,3.0,0.00013,0.4,Cotton standard 40,"Australia,Fiji,New Zealand",0.4,75463,Approved,186.0,66.15,Drum,0.73,,2019-04-22,,Single product class,Unavailable,http://www.crossmarkasia.com/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,10,,385,,,True,Dual,"""Korea, Republic of""",True,767.0,Drum,982.0,,Yes on the warm wash program only,Front,,WD12595FD6,AS/NZS 2040.1:2005/Amdt 3:2010,4.14038306736,4.0,0.00017,0.31,"Cotton 40C, Intensive, 3 Rinses, Extra high spin","Australia,New Zealand",0.31,71713,Approved,248.23,0.0,Drum,0.51071,686.0,2018-04-26,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,RANKARENA,7,71,318,Cotton 0; 1200 rpm,58.4,True,Dual,China,True,,Drum,,0.8,Yes on the warm wash program only,Front,,XQG70-DA112PE,AS/NZS 2040.1:2005/Amdt 3:2010,3.5180224904,3.5,0.0,1.12,Cotton 60; 1200 rpm,"Australia,Fiji,New Zealand",0.94,74831,Approved,228.1,59.2,Drum,0.663,,2019-04-29,,Single product class,Unavailable,http://www.crossmarkasia.com/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,7.5,120,640,,75.2,False,Dual,Thailand,True,606.0,Drum,992.0,0.0,No,Top,Impeller,WT-H751 / WT-H7506,AS/NZS 2040.1:2005/Amdt 3:2010,2.04950683942,2.0,0.0001202,0.0,Eco Cotton Hot & Cold water level 5 wash 45 rinse 1 spin 9,"Australia,New Zealand",0.0,69887,Approved,118.32,75.2,Non-Drum,0.69067,590.0,2018-01-18,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,6.5,120,555,,66.7,False,Dual,Thailand,True,606.0,Drum,992.0,0.0,No,Top,Impeller,WT-H651 / WT-H6506,AS/NZS 2040.1:2005/Amdt 3:2010,2.02014320602,2.0,0.0001166,0.01,Eco Cotton Hot & Cold water level 4,"Australia,New Zealand",0.0,69885,Approved,117.58,66.7,Non-Drum,0.69067,590.0,2017-12-20,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,7,,350,,,False,Dual,"""Korea, Republic of"",China",True,550.0,Drum,850.0,,Yes on the warm wash program only,Front,,WD12021D6,AS/NZS 2040.1:2005/Amdt 3:2010,3.5142099062,3.5,0.00013,2.38,"Cotton Eco, 40C,  Intensive, 1200rpm","Australia,New Zealand",2.39,69505,Approved,290.28,0.0,Drum,0.52983,600.0,2017-11-21,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,9.5,115,678,Eco cotton cold wash program,96.5,False,Dual,"""Korea, Republic of""",True,670.0,Drum,1020.0,0.0,No,Top,Impeller,WT-H9506,AS/NZS 2040.1:2005/Amdt 3:2010,2.50328358129,2.5,2e-05,0.0,Eco cotton warm wash program,"Australia,New Zealand",0.0,68380,Approved,72.0,96.5,Non-Drum,0.65116,632.0,2017-11-14,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8,215,370,"e Cotton, Cold, Bubble, Intensive, 2 Rinses, 1200rpm",63.7,False,Cold,China,True,,Drum,,0.4,Yes on the warm wash program only,Front,,WW80H5270EW,AS/NZS 2040.1:2005/Amdt 3:2010,3.56310701488,3.5,1e-05,0.44,"e Cotton, 40°C, Bubble, Intensive,  2 Rinses, 1200rpm","Australia,Fiji,New Zealand",0.44,79711,Approved,276.0,64.1,Drum,0.61009,,2019-04-02,,Single product class,Available,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIEMENS,7.5,0,290,,0.0,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,WM14S361AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.00816218899,4.0,0.0,3.167,"Cottons 60C, Eco Perfect, 1400rpm",Australia,0.028,74994,Approved,254.0,0.0,Drum,0.57664,,2018-09-06,,Single product class,Unavailable,,http://www.siemens-home.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,5.5,54,499,Regular; High; Cold; Eco,50.93,False,Dual,Thailand,False,,Non Drum,,25.92,No,Top,Agitator,MW513,AS/NZS 2040.1:2005/Amdt 3:2010,1.94255,1.5,0.004,1.2,Regular; High; Warm; Eco,"Australia,New Zealand",0.0,57791,Approved,43.0,76.86,Non-Drum,0.63,,2016-05-24,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,5.5,54,499,Regular; High; Cold; Eco,50.93,False,Dual,Thailand,False,,Non Drum,,25.92,No,Top,Agitator,WA55T56M,AS/NZS 2040.1:2005/Amdt 3:2010,1.94255,1.5,0.004,1.2,Regular; High; Warm; Eco,"Australia,New Zealand",0.0,57791,Approved,43.0,76.86,Non-Drum,0.63,,2016-05-24,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,V-ZUG,8,,180,,,False,Cold,Switzerland,True,600.0,Drum,850.0,,Yes on the warm wash program only,Front,,11004,AS/NZS 2040.1:2005/Amdt 3:2010,5.19171569053,5.0,0.11,0.11,40 ͦ C Coloureds normal,"Australia,New Zealand",,73408,Approved,180.0,0.0,Drum,0.5195,595.0,2018-07-22,,Single product class,Unavailable,,http://www.vzug.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,150,285,"e Cotton, Cold, Bubble, Intensive, 2 Rinses, 1200rpm",59.9,False,Cold,China,True,,Drum,,0.4,Yes on the warm wash program only,Front,,WW75H5240EW,AS/NZS 2040.1:2005/Amdt 3:2010,4.04209491563,4.0,4e-05,0.43,"e Cotton, 40°C, Bubble, Intensive, 2 Rinses, 1200rpm","Australia,Fiji,New Zealand",0.42,79741,Approved,276.0,60.3,Drum,0.57811,,2019-03-29,,Single product class,Available,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Fisher & Paykel,7,67,311,,71.8,False,Dual,Thailand,True,,Drum,,0.0,No,Top,Agitator,WL70T60,AS/NZS 2040.1:2005/Amdt 3:2010,3.52989081015,3.5,0.0007,1.27,"Regular, High efficiency, Warm/Cold","Australia,New Zealand",0.0,61677,Approved,54.0,71.8,Non-Drum,0.69,,2016-11-29,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ARDA,6.5,0,524,N.A.,0.0,False,Dual,China,False,448.0,Non Drum,885.0,0.0,Yes on the warm wash program only,Twin Tub,Impeller,ATT65,AS/NZS 2040.1:2005/Amdt 3:2010,2.03890246712,2.0,0.0,0.0,"Normal, Hot & Cold, Water Level 4","Australia,Fiji,New Zealand",,74623,Approved,45.0,0.0,Non-Drum,81.3,761.0,2018-08-30,,Single product class,Unavailable,http://www.mideaaircon.com/,http://www.technika.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,10,,385,,0.0,False,Dual,"""Korea, Republic of""",True,767.0,Drum,982.0,,Yes on the warm wash program only,Front,,WD12590D6,AS/NZS 2040.1:2005/Amdt 3:2010,4.14038306736,4.0,0.00017,0.31,"Cotton 40C, Intensive, 3 Rinses, Extra high spin","Australia,New Zealand",0.31,71852,Approved,248.23,0.0,Drum,0.51071,686.0,2018-06-24,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Baumatic,5,85,400,program (normal) + water level (max.) + water temperature (cold),65.63,False,Dual,China,True,545.0,Non Drum,900.0,0.0,No,Top,Impeller,BWM5001,AS/NZS 2040.1:2005/Amdt 3:2010,1.93402068177,1.5,0.0,0.28,program (normal) + water level (max.) + water temperature (warm),"Australia,Fiji,New Zealand,Other",0.28,70164,Approved,88.0,65.63,Non-Drum,0.937,540.0,2018-02-11,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,VENINI,7,80,601,"Normal, cold, water level 10",92.93,False,Dual,China,True,,Non Drum,,0.0,No,Top,Impeller,VWM71,AS/NZS 2040.1:2005/Amdt 3:2010,1.8021946074,1.5,0.0,0.93,"Normal, warm, water level 10","Australia,Fiji,New Zealand,Other",0.93,68879,Approved,78.0,92.93,Non-Drum,0.9,,2017-11-14,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,VENINI,5,82,439,Normal + Cold Water,69.1,False,Dual,China,True,,Non Drum,,0.0,No,Top,Impeller,VWM51,AS/NZS 2040.1:2005/Amdt 3:2010,1.74810118923,1.5,0.0,0.93,Normal + Warm Water,"Australia,Fiji,New Zealand,Other",0.93,68872,Approved,79.0,69.1,Non-Drum,0.91,,2017-11-08,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Baumatic,5,82,439,Normal + Cold Water,69.1,False,Dual,China,True,,Non Drum,,0.0,No,Top,Impeller,BWM51,AS/NZS 2040.1:2005/Amdt 3:2010,1.74810118923,1.5,0.0,0.93,Normal + Warm Water,"Australia,Fiji,New Zealand,Other",0.93,68868,Approved,79.0,69.1,Non-Drum,0.91,,2017-11-23,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
