ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,8,,221,,66.4,False,Cold,Germany,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,W 5965,AS/NZS 2040.1:2005/Amdt 3:2010,4.84163603118,4.5,0.001,0.1,Cottons Eco 40'C,"Australia,New Zealand",0.1,57306,Approved,173.0,66.4,Drum,0.51,,2016-05-03,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,10,119,380,,,False,Dual,Thailand,True,,Drum,,,No,Top,,WL1068P1,AS/NZS 2040.1:2005/Amdt 3:2010,4.03998176478,4.0,0.0006,1.2,"Regular, High Efficiency On, Warm/Cold, Eco","Australia,New Zealand",,65607,Approved,77.0,0.0,Drum,0.58,,2017-06-05,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,MIELE,6.5,,250,,57.0,False,Cold,Germany,True,,Drum,,0.0,Yes on both the warm and cold wash programs,Front,Drum,PW 6065 Vario,AS/NZS 2040.1:2005/Amdt 3:2010,4.05246169379,4.0,0.00134,0.206,Cottons Uni. Intensive; 45degC at 1400rpm,"Australia,New Zealand",0.206,55238,Approved,122.0,57.0,Drum,0.56,,2016-03-08,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,10,105,350,,,False,Dual,Thailand,True,,Non Drum,,,No,Top,Agitator,WA1068G1,AS/NZS 2040.1:2005/Amdt 3:2010,4.162456025,4.0,0.0004,1.2,"Regular, Auto, Warm/Cold, Eco","Australia,New Zealand",,65342,Approved,71.0,0.0,Non-Drum,0.6,,2017-06-05,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Smeg,8,,328,N/A,,False,Cold,Turkey,True,,Drum,,,Yes on both the warm and cold wash programs,Front,,SAW816,AS/NZS 2040.1:2005/Amdt 3:2010,4.00627407143,4.0,0.0,1.4,"Cotton Eco, 40°C, 1600 rpm","Australia,New Zealand",0.2,70280,Approved,287.47,0.0,Drum,0.50784,,2018-01-29,,Single product class,Unavailable,,http://www.smeg.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BEKO,9,,350,,,False,Cold,Turkey,True,600.0,Drum,840.0,,Yes on the warm wash program only,Front,,WMY 9048 LB1,AS/NZS 2040.1:2005/Amdt 3:2010,4.01180111949,4.0,0.000187,0.386,"Cottons Eco, 40°C, 1400rpm","Australia,New Zealand",0.383,79027,Approved,254.0,0.0,Drum,0.57,600.0,2019-02-20,,Single product class,Available,http://www.beko.com/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,220,450,"Water Saving, Cold, Intensive, bubble wash, 3 rinses, 1200 rpm spin",58.61,False,Cold,China,True,700.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF1752WPC,AS/NZS 2040.1:2005/Amdt 3:2010,3.04093399574,3.0,0.211,0.416,"Water Saving, 40 degC, Intensive, bubble wash, 3 rinses, 1200 rpm spin","Australia,Fiji,New Zealand",0.426,70491,Approved,262.0,59.61,Drum,0.56,600.0,2018-03-11,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,220,450,"Water Saving, Cold, Intensive, bubble wash, 3 rinses, 1200 rpm spin",58.61,False,Cold,China,True,700.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF1752WPW,AS/NZS 2040.1:2005/Amdt 3:2010,3.04093399574,3.0,0.211,0.416,"Water Saving, 40 degC, Intensive, bubble wash, 3 rinses, 1200 rpm spin","Australia,Fiji,New Zealand",0.426,70491,Approved,262.0,59.61,Drum,0.56,600.0,2018-03-11,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,164,326,"Cotton,  Cold, 2 rinses, 1400 rpm spin, Intensive, Bubble wash",69.99,False,Cold,"""Korea, Republic of""",True,600.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF856UHSAWQ,AS/NZS 2040.1:2005/Amdt 3:2010,4.00232539107,4.0,4.4e-05,2.179,"Cotton,  40deg C, 2 rinses, 1400 rpm spin, Intensive, Bubble wash","Australia,Fiji,New Zealand",2.004,70490,Approved,268.0,70.99,Drum,0.59,600.0,2018-03-12,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,164,326,"Cotton,  Cold, 2 rinses, 1400 rpm spin, Intensive, Bubble wash",69.99,False,Cold,"""Korea, Republic of""",True,600.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF856UHSAGD,AS/NZS 2040.1:2005/Amdt 3:2010,4.00232539107,4.0,4.4e-05,2.179,"Cotton,  40deg C, 2 rinses, 1400 rpm spin, Intensive, Bubble wash","Australia,Fiji,New Zealand",2.004,70490,Approved,268.0,70.99,Drum,0.59,600.0,2018-03-12,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7,165,338,"Cotton Cold, Bubble Wash, Intensive, 3 Rinses, 1200rpm",57.2,False,Cold,China,True,,Drum,,0.4,Yes on the warm wash program only,Front,,WF1702XEC,AS/NZS 2040.1:2005/Amdt 3:2010,3.50020288485,3.5,6e-06,0.43,"Cotton 40°C,Bubble Wash, Intensive, 3 Rinses, 1200rpm","Australia,Fiji,New Zealand",0.43,70172,Approved,313.0,57.6,Drum,0.58942,,2018-02-11,,Single product class,Unavailable,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,164,326,"Cotton,  Cold, 2 rinses, 1400 rpm spin, Intensive wash, Eco bubble.",69.99,False,Cold,"""Korea, Republic of""",True,600.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF856UHSAGD,AS/NZS 2040.1:2005/Amdt 3:2010,4.00232539107,4.0,4.4e-05,2.179,"Cotton,  40deg C, 2 rinses, 1400 rpm spin, Intensive wash, Eco bubble.","Australia,Fiji,New Zealand",2.004,65682,Approved,268.0,70.99,Drum,0.59,600.0,2017-05-21,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8.5,164,326,"Cotton,  Cold, 2 rinses, 1400 rpm spin, Intensive wash, Eco bubble.",69.99,False,Cold,"""Korea, Republic of""",True,600.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF856UHSAWQ,AS/NZS 2040.1:2005/Amdt 3:2010,4.00232539107,4.0,4.4e-05,2.179,"Cotton,  40deg C, 2 rinses, 1400 rpm spin, Intensive wash, Eco bubble.","Australia,Fiji,New Zealand",2.004,65682,Approved,268.0,70.99,Drum,0.59,600.0,2017-05-21,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,10,152,377,,84.6,False,Cold,"""Korea, Republic of""",True,,Drum,,0.4,Yes on the warm wash program only,Front,Drum,WF1104XAC,AS/NZS 2040.1:2005/Amdt 3:2010,4.10513421628,4.0,0.00034,0.4,"Cotton, 40°C, 2 rinses, intensive, Bubble Wash , 1400 RPM","Australia,New Zealand",0.4,58846,Approved,238.0,85.0,Drum,0.55278,,2016-07-13,,Single product class,Unavailable,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,10,152,377,,84.6,False,Cold,"""Korea, Republic of""",True,,Drum,,0.4,Yes on the warm wash program only,Front,Drum,WF1104XBC,AS/NZS 2040.1:2005/Amdt 3:2010,4.10513421628,4.0,0.00034,0.4,"Cotton, 40°C, 2 rinses, intensive, Bubble Wash , 1400 RPM","Australia,New Zealand",0.4,58846,Approved,238.0,85.0,Drum,0.55278,,2016-07-13,,Single product class,Unavailable,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7,173,409,"Water Saving, Cold, Intensive wash, 1000 RPM spin",52.9,False,Dual,"""Korea, Democratic People's Republic of""",True,,Drum,,0.5,Yes on the warm wash program only,Front,Drum,WF0700NCF,AS/NZS 2040.1:2005/Amdt 3:2010,3.04926165887,3.0,0.00017,0.56,"Water Saving 40 °C, Intensive wash, 1000 RPM spin","Australia,New Zealand",0.55,54607,Approved,222.71,53.4,Drum,0.59702,,2015-11-22,,Single product class,Unavailable,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,8,163,307,"Cotton, Cold, 2 rinses, Intensive, 1400rpm spin",65.9,False,Dual,"""Korea, Republic of"",Poland",True,,Drum,,0.4,Yes on the warm wash program only,Front,,WF80F5E5UHW,AS/NZS 2040.1:2005/Amdt 3:2010,4.04979725654,4.0,4.1e-05,0.43,"Cotton, 40°C, 2 rinses, Intensive, 1400rpm spin","Australia,Fiji,New Zealand",0.43,74151,Approved,263.0,66.3,Drum,0.56211,,2018-08-23,,Single product class,Unavailable,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,220,450,"Water Saving, Cold, Eco Bubble, Intensive, 3 rinses, 1200 rpm",58.6,False,Cold,China,True,700.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,,WF1752WPW,AS/NZS 2040.1:2005/Amdt 3:2010,3.04093399574,3.0,0.211,0.416,"Water Saving, 40 degC, Eco Bubble, Intensive, 3 rinses, 1200 rpm","Australia,Fiji,New Zealand",0.426,62943,Approved,262.0,59.6,Drum,0.56,600.0,2017-01-09,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,5.5,74,461,Regular Wash; Full water level; Eco,58.0,False,Dual,Thailand,False,,Drum,,21.6,No,Top,Agitator,SWT554,AS/NZS 2040.1:2005/Amdt 3:2010,2.04944514629,2.0,0.0,2.09,Regular Wash; Full water level; Eco; Warm,"Australia,Fiji,New Zealand",0.68,55877,Approved,64.0,79.6,Non-Drum,0.71,,2016-02-03,,Single product class,Unavailable,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,TECHNIKA,7,0,330,N.A.,0.0,True,Cold,China,True,565.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,,TWDC1400,AS/NZS 2040.1:2005/Amdt 3:2010,3.52257682855,3.5,0.0,0.07,Cotton 60 deg C,"Australia,Fiji,New Zealand",0.07,87880,Approved,281.0,0.0,Drum,0.61,595.0,2020-03-04,,Single product class,Available,http://www.technika.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,ELECTROLUX,9,,436,,,False,Cold,Thailand,True,,Drum,,,Yes on the warm wash program only,Front,,EWF14922,AS/NZS 2040.1:2005/Amdt 3:2010,3.54199843016,3.5,0.0,0.433,"Energy Saver, 60degC, 1400rpm","Australia,Fiji,New Zealand",0.608,87383,Approved,294.0,0.0,Drum,0.56,,2020-02-17,,Single product class,Available,,http://www.electrolux.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Westinghouse,5.5,78,383,"RegularWash, Cold Temp, Full Water level, No Soak, Eco Rinse",67.5,False,Dual,Thailand,False,,Drum,,0.0,No,Top,Agitator,WWT554B,AS/NZS 2040.1:2005/Amdt 3:2010,2.54871396838,2.5,0.0,1.278,"Regular Wash, Warm Temp, Full Water Level, No Soak, Eco Rinse","Australia,Fiji,New Zealand",0.32,87203,Approved,59.6,67.5,Non-Drum,0.664,,2020-01-28,,Single product class,Available,,http://www.westinghouse.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,INDESIT,7,0,256,-,0.0,False,Cold,Italy,True,540.0,Drum,850.0,0.0,Yes on the warm wash program only,Front,,XWA 71283 W AUS,AS/NZS 2040.1:2005/Amdt 3:2010,4.0030076699,4.0,0.0,0.97,"Cotton,  40°C,  1200 rpm","Australia,Fiji,New Zealand",0.397,86487,Approved,283.0,0.0,Drum,0.64,595.0,2019-12-21,,Single product class,Unavailable,,http://www.indesit.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,6.5,,295,,,False,Cold,Thailand,True,,Drum,,,Yes on the warm wash program only,Front,,WAE20262AUP,AS/NZS 2040.1:2005/Amdt 3:2010,3.63478607168,3.5,0.0,1.81,"Cotton Stains, 40C, 1000rpm","Australia,New Zealand",0.11,73941,Approved,175.0,0.0,Drum,0.59257,,2018-08-07,,Single product class,Unavailable,,http://www.bosch-home.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,7,0,250,n/a,0.0,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,WAP24160AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.07481434346,4.0,0.0,1.49,"Cottons 60, 1200 rpm","Australia,Fiji,New Zealand",0.149,71896,Approved,234.0,0.0,Drum,0.62753,,2018-04-26,,Single product class,Available,,http://www.bosch-home.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,7,0,250,n/a,0.0,False,Cold,China,True,,Drum,,0.0,Yes on the warm wash program only,Front,,WAP24261AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.07481434346,4.0,0.0,1.49,"Cottons 60, 1200 rpm","Australia,Fiji,New Zealand",0.149,71896,Approved,234.0,0.0,Drum,0.62753,,2018-04-26,,Single product class,Available,,http://www.bosch-home.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,8,,328,,57.0,False,Cold,Germany,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAS32440AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.01591733408,4.0,0.0,2.788,Cotton; 60deg ; Eco; 1600 rpm spin,"Australia,New Zealand",0.102,58170,Approved,252.0,57.0,Drum,0.503,,2016-07-13,,Single product class,Available,,http://www.bosch-home.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,7,,259,,69.0,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAE24462AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.02887966181,4.0,0.0,2.2,Cotton 40c; Intensive; 1200rpm,"Australia,Fiji,New Zealand",0.13,55613,Approved,145.0,69.0,Drum,0.613,,2016-05-02,,Single product class,Unavailable,,http://www.bosch-home.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,BOSCH,6.5,,249,,55.95,False,Cold,Thailand,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,WAE22463AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.04038146768,4.0,0.0,2.03,Cottons 40c; Intensive;  1100 rpm,"Australia,New Zealand",0.107,55609,Approved,188.0,55.95,Drum,0.57,,2016-07-03,,Single product class,Unavailable,,http://www.bosch-home.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
